城市,特征,重要性,更新时间
沈阳,降水量,0.3375,2026-04-15 13:41:29
沧州,湿度,0.6991,2026-04-15 13:41:29
沧州,温度,0.6913,2026-04-15 13:41:29
沧州,风速,0.5424,2026-04-15 13:41:29
沧州,AQI_roll_mean_3,0.4814,2026-04-15 13:41:29
沧州,AQI_lag_1,0.4481,2026-04-15 13:41:29
沧州,小时,0.4125,2026-04-15 13:41:29
沧州,AQI_lag_2,0.3252,2026-04-15 13:41:29
沧州,降水量,0.2809,2026-04-15 13:41:29
河池,湿度,0.7242,2026-04-15 13:41:29
河池,温度,0.6919,2026-04-15 13:41:29
河池,风速,0.5419,2026-04-15 13:41:29
河池,AQI_roll_mean_3,0.4953,2026-04-15 13:41:29
河池,AQI_lag_1,0.4871,2026-04-15 13:41:29
河池,小时,0.4409,2026-04-15 13:41:29
河池,AQI_lag_2,0.385,2026-04-15 13:41:29
河池,降水量,0.033,2026-04-15 13:41:29
河源,湿度,0.6923,2026-04-15 13:41:29
河源,温度,0.6797,2026-04-15 13:41:29
河源,风速,0.5105,2026-04-15 13:41:29
河源,AQI_roll_mean_3,0.4635,2026-04-15 13:41:29
河源,AQI_lag_1,0.42,2026-04-15 13:41:29
河源,小时,0.4046,2026-04-15 13:41:29
河源,AQI_lag_2,0.3081,2026-04-15 13:41:29
河源,工作日,0.0402,2026-04-15 13:41:29
泉州,湿度,0.7109,2026-04-15 13:41:29
泉州,温度,0.6892,2026-04-15 13:41:29
泉州,风速,0.5986,2026-04-15 13:41:29
泉州,AQI_roll_mean_3,0.5227,2026-04-15 13:41:29
泉州,AQI_lag_1,0.469,2026-04-15 13:41:29
泉州,小时,0.429,2026-04-15 13:41:29
泉州,AQI_lag_2,0.4232,2026-04-15 13:41:29
泉州,降水量,0.0714,2026-04-15 13:41:29
泰安,湿度,0.6553,2026-04-15 13:41:29
泰安,温度,0.6256,2026-04-15 13:41:29
泰安,风速,0.5469,2026-04-15 13:41:29
泰安,AQI_roll_mean_3,0.4845,2026-04-15 13:41:29
泰安,小时,0.4366,2026-04-15 13:41:29
泰安,AQI_lag_2,0.3923,2026-04-15 13:41:29
泰安,AQI_lag_1,0.3722,2026-04-15 13:41:29
泰安,降水量,0.077,2026-04-15 13:41:29
泰州,湿度,0.6522,2026-04-15 13:41:29
泰州,温度,0.6383,2026-04-15 13:41:29
泰州,风速,0.5111,2026-04-15 13:41:29
泰州,AQI_roll_mean_3,0.4112,2026-04-15 13:41:29
泰州,小时,0.3461,2026-04-15 13:41:29
泰州,AQI_lag_2,0.3358,2026-04-15 13:41:29
泰州,AQI_lag_1,0.3094,2026-04-15 13:41:29
泰州,降水量,0.0342,2026-04-15 13:41:29
泸州,湿度,0.6888,2026-04-15 13:41:29
泸州,温度,0.6748,2026-04-15 13:41:29
泸州,风速,0.6233,2026-04-15 13:41:29
泸州,AQI_roll_mean_3,0.4907,2026-04-15 13:41:29
泸州,AQI_lag_1,0.4832,2026-04-15 13:41:29
泸州,小时,0.4509,2026-04-15 13:41:29
泸州,AQI_lag_2,0.3606,2026-04-15 13:41:29
泸州,工作日,0.1349,2026-04-15 13:41:29
洛阳,湿度,0.7042,2026-04-15 13:41:29
洛阳,温度,0.6826,2026-04-15 13:41:29
洛阳,AQI_roll_mean_3,0.4995,2026-04-15 13:41:29
洛阳,风速,0.4643,2026-04-15 13:41:29
洛阳,小时,0.4182,2026-04-15 13:41:29
洛阳,AQI_lag_1,0.4107,2026-04-15 13:41:29
洛阳,AQI_lag_2,0.4022,2026-04-15 13:41:29
洛阳,降水量,0.1107,2026-04-15 13:41:29
济南,湿度,0.6912,2026-04-15 13:41:29
济南,温度,0.683,2026-04-15 13:41:29
济南,AQI_roll_mean_3,0.5441,2026-04-15 13:41:29
济南,风速,0.5416,2026-04-15 13:41:29
济南,AQI_lag_1,0.486,2026-04-15 13:41:29
济南,AQI_lag_2,0.4451,2026-04-15 13:41:29
济南,小时,0.4436,2026-04-15 13:41:29
济南,工作日,0.1085,2026-04-15 13:41:29
济宁,湿度,0.6383,2026-04-15 13:41:29
济宁,温度,0.6058,2026-04-15 13:41:29
济宁,风速,0.5563,2026-04-15 13:41:29
济宁,AQI_roll_mean_3,0.3835,2026-04-15 13:41:29
济宁,小时,0.3333,2026-04-15 13:41:29
济宁,AQI_lag_1,0.2992,2026-04-15 13:41:29
济宁,AQI_lag_2,0.2449,2026-04-15 13:41:29
济宁,工作日,0.0508,2026-04-15 13:41:29
海东,湿度,0.6537,2026-04-15 13:41:29
海东,温度,0.6321,2026-04-15 13:41:29
海东,风速,0.6077,2026-04-15 13:41:29
海东,AQI_roll_mean_3,0.4256,2026-04-15 13:41:29
海东,小时,0.3981,2026-04-15 13:41:29
海东,AQI_lag_1,0.3724,2026-04-15 13:41:29
海东,AQI_lag_2,0.312,2026-04-15 13:41:29
海东,气压,0.1149,2026-04-15 13:41:29
海北藏族自治州,湿度,0.6391,2026-04-15 13:41:29
海北藏族自治州,温度,0.6243,2026-04-15 13:41:29
海北藏族自治州,风速,0.5102,2026-04-15 13:41:29
海北藏族自治州,AQI_roll_mean_3,0.4262,2026-04-15 13:41:29
海北藏族自治州,AQI_lag_2,0.3631,2026-04-15 13:41:29
海北藏族自治州,AQI_lag_1,0.3509,2026-04-15 13:41:29
海北藏族自治州,小时,0.3389,2026-04-15 13:41:29
海北藏族自治州,降水量,0.1723,2026-04-15 13:41:29
海南藏族自治州,湿度,0.6438,2026-04-15 13:41:29
海南藏族自治州,温度,0.6295,2026-04-15 13:41:29
海南藏族自治州,风速,0.5654,2026-04-15 13:41:29
海南藏族自治州,AQI_roll_mean_3,0.4384,2026-04-15 13:41:29
海南藏族自治州,小时,0.4338,2026-04-15 13:41:29
海南藏族自治州,AQI_lag_1,0.3865,2026-04-15 13:41:29
海南藏族自治州,AQI_lag_2,0.3452,2026-04-15 13:41:29
海南藏族自治州,气压,0.1078,2026-04-15 13:41:29
海口,湿度,0.6397,2026-04-15 13:41:29
海口,温度,0.6294,2026-04-15 13:41:29
海口,风速,0.5094,2026-04-15 13:41:29
海口,AQI_roll_mean_3,0.4701,2026-04-15 13:41:29
海口,小时,0.4644,2026-04-15 13:41:29
海口,AQI_lag_2,0.4007,2026-04-15 13:41:29
海口,AQI_lag_1,0.3728,2026-04-15 13:41:29
海口,气压,0.0512,2026-04-15 13:41:29
海西蒙古族藏族自治州,湿度,0.7116,2026-04-15 13:41:29
海西蒙古族藏族自治州,温度,0.6942,2026-04-15 13:41:29
海西蒙古族藏族自治州,风速,0.5372,2026-04-15 13:41:29
海西蒙古族藏族自治州,AQI_roll_mean_3,0.5141,2026-04-15 13:41:29
海西蒙古族藏族自治州,AQI_lag_2,0.4212,2026-04-15 13:41:29
海西蒙古族藏族自治州,小时,0.4098,2026-04-15 13:41:29
海西蒙古族藏族自治州,AQI_lag_1,0.4056,2026-04-15 13:41:29
海西蒙古族藏族自治州,降水量,0.158,2026-04-15 13:41:29
淄博,湿度,0.6466,2026-04-15 13:41:29
淄博,温度,0.6266,2026-04-15 13:41:29
淄博,风速,0.5419,2026-04-15 13:41:29
淄博,小时,0.4048,2026-04-15 13:41:29
淄博,AQI_roll_mean_3,0.3954,2026-04-15 13:41:29
淄博,AQI_lag_1,0.3643,2026-04-15 13:41:29
淄博,AQI_lag_2,0.2861,2026-04-15 13:41:29
淄博,降水量,0.1078,2026-04-15 13:41:29
淮北,湿度,0.672,2026-04-15 13:41:29
淮北,温度,0.6632,2026-04-15 13:41:29
淮北,风速,0.5494,2026-04-15 13:41:29
淮北,AQI_roll_mean_3,0.4574,2026-04-15 13:41:29
淮北,小时,0.4447,2026-04-15 13:41:29
淮北,AQI_lag_1,0.4221,2026-04-15 13:41:29
淮北,AQI_lag_2,0.3969,2026-04-15 13:41:29
淮北,工作日,0.0802,2026-04-15 13:41:29
淮南,湿度,0.6956,2026-04-15 13:41:29
淮南,温度,0.6824,2026-04-15 13:41:29
淮南,风速,0.564,2026-04-15 13:41:29
淮南,AQI_roll_mean_3,0.5013,2026-04-15 13:41:29
淮南,小时,0.464,2026-04-15 13:41:29
淮南,AQI_lag_1,0.4333,2026-04-15 13:41:29
淮南,AQI_lag_2,0.3671,2026-04-15 13:41:29
淮南,降水量,0.1109,2026-04-15 13:41:29
淮安,湿度,0.647,2026-04-15 13:41:29
淮安,温度,0.602,2026-04-15 13:41:29
淮安,风速,0.5352,2026-04-15 13:41:29
淮安,AQI_lag_1,0.4003,2026-04-15 13:41:29
淮安,AQI_roll_mean_3,0.3968,2026-04-15 13:41:29
淮安,小时,0.3278,2026-04-15 13:41:29
淮安,AQI_lag_2,0.2571,2026-04-15 13:41:29
淮安,工作日,0.0396,2026-04-15 13:41:29
深圳,湿度,0.6934,2026-04-15 13:41:29
深圳,温度,0.6538,2026-04-15 13:41:29
深圳,风速,0.5317,2026-04-15 13:41:29
深圳,AQI_roll_mean_3,0.4916,2026-04-15 13:41:29
深圳,AQI_lag_1,0.4543,2026-04-15 13:41:29
深圳,小时,0.4033,2026-04-15 13:41:29
深圳,AQI_lag_2,0.4025,2026-04-15 13:41:29
深圳,气压,0.0697,2026-04-15 13:41:29
清远,湿度,0.722,2026-04-15 13:41:29
清远,温度,0.7092,2026-04-15 13:41:29
清远,AQI_roll_mean_3,0.5407,2026-04-15 13:41:29
清远,风速,0.5373,2026-04-15 13:41:29
清远,AQI_lag_1,0.535,2026-04-15 13:41:29
清远,小时,0.4696,2026-04-15 13:41:29
清远,AQI_lag_2,0.4031,2026-04-15 13:41:29
清远,降水量,0.0563,2026-04-15 13:41:29
温州,湿度,0.609,2026-04-15 13:41:29
温州,温度,0.5831,2026-04-15 13:41:29
温州,风速,0.5253,2026-04-15 13:41:29
温州,AQI_roll_mean_3,0.413,2026-04-15 13:41:29
温州,小时,0.3438,2026-04-15 13:41:29
温州,AQI_lag_1,0.3251,2026-04-15 13:41:29
温州,AQI_lag_2,0.2965,2026-04-15 13:41:29
温州,气压,0.028,2026-04-15 13:41:29
渭南,湿度,0.641,2026-04-15 13:41:29
渭南,温度,0.6202,2026-04-15 13:41:29
渭南,风速,0.5679,2026-04-15 13:41:29
渭南,AQI_roll_mean_3,0.4324,2026-04-15 13:41:29
渭南,小时,0.4233,2026-04-15 13:41:29
渭南,AQI_lag_1,0.3795,2026-04-15 13:41:29
渭南,AQI_lag_2,0.3107,2026-04-15 13:41:29
渭南,气压,0.1056,2026-04-15 13:41:29
湖州,湿度,0.6968,2026-04-15 13:41:29
湖州,温度,0.6739,2026-04-15 13:41:29
湖州,风速,0.5367,2026-04-15 13:41:29
湖州,AQI_roll_mean_3,0.4802,2026-04-15 13:41:29
湖州,AQI_lag_1,0.4799,2026-04-15 13:41:29
湖州,AQI_lag_2,0.4081,2026-04-15 13:41:29
湖州,小时,0.3582,2026-04-15 13:41:29
湖州,气压,0.0789,2026-04-15 13:41:29
湘潭,湿度,0.6678,2026-04-15 13:41:29
湘潭,温度,0.6383,2026-04-15 13:41:29
湘潭,风速,0.5632,2026-04-15 13:41:29
湘潭,AQI_roll_mean_3,0.4385,2026-04-15 13:41:29
湘潭,AQI_lag_2,0.4242,2026-04-15 13:41:29
湘潭,小时,0.3906,2026-04-15 13:41:29
湘潭,AQI_lag_1,0.3437,2026-04-15 13:41:29
湘潭,降水量,0.0475,2026-04-15 13:41:29
湘西土家族苗族自治州,湿度,0.7021,2026-04-15 13:41:29
湘西土家族苗族自治州,温度,0.6616,2026-04-15 13:41:29
湘西土家族苗族自治州,风速,0.4983,2026-04-15 13:41:29
湘西土家族苗族自治州,AQI_roll_mean_3,0.4828,2026-04-15 13:41:29
湘西土家族苗族自治州,AQI_lag_2,0.4174,2026-04-15 13:41:29
湘西土家族苗族自治州,小时,0.396,2026-04-15 13:41:29
湘西土家族苗族自治州,AQI_lag_1,0.3509,2026-04-15 13:41:29
湘西土家族苗族自治州,气压,0.0429,2026-04-15 13:41:29
湛江,湿度,0.7142,2026-04-15 13:41:29
湛江,温度,0.7048,2026-04-15 13:41:29
湛江,风速,0.5504,2026-04-15 13:41:29
湛江,AQI_roll_mean_3,0.5082,2026-04-15 13:41:29
湛江,AQI_lag_1,0.4718,2026-04-15 13:41:29
湛江,小时,0.4226,2026-04-15 13:41:29
湛江,AQI_lag_2,0.3858,2026-04-15 13:41:29
湛江,工作日,0.0699,2026-04-15 13:41:29
滁州,湿度,0.6455,2026-04-15 13:41:29
滁州,温度,0.6331,2026-04-15 13:41:29
滁州,风速,0.5303,2026-04-15 13:41:29
滁州,AQI_roll_mean_3,0.457,2026-04-15 13:41:29
滁州,小时,0.4283,2026-04-15 13:41:29
滁州,AQI_lag_1,0.3982,2026-04-15 13:41:29
滁州,AQI_lag_2,0.3535,2026-04-15 13:41:29
滁州,工作日,0.1266,2026-04-15 13:41:29
滨州,湿度,0.6897,2026-04-15 13:41:29
滨州,温度,0.6629,2026-04-15 13:41:29
滨州,风速,0.5783,2026-04-15 13:41:29
滨州,AQI_roll_mean_3,0.4673,2026-04-15 13:41:29
滨州,AQI_lag_1,0.419,2026-04-15 13:41:29
滨州,AQI_lag_2,0.3758,2026-04-15 13:41:29
滨州,小时,0.3666,2026-04-15 13:41:29
滨州,降水量,0.1928,2026-04-15 13:41:29
漯河,湿度,0.663,2026-04-15 13:41:29
漯河,温度,0.6626,2026-04-15 13:41:29
漯河,风速,0.5625,2026-04-15 13:41:29
漯河,AQI_roll_mean_3,0.515,2026-04-15 13:41:29
漯河,AQI_lag_1,0.4228,2026-04-15 13:41:29
漯河,小时,0.4135,2026-04-15 13:41:29
漯河,AQI_lag_2,0.3948,2026-04-15 13:41:29
漯河,降水量,0.0785,2026-04-15 13:41:29
漳州,湿度,0.6992,2026-04-15 13:41:29
漳州,温度,0.6776,2026-04-15 13:41:29
漳州,风速,0.5902,2026-04-15 13:41:29
漳州,AQI_roll_mean_3,0.4637,2026-04-15 13:41:29
漳州,AQI_lag_1,0.4351,2026-04-15 13:41:29
漳州,小时,0.4189,2026-04-15 13:41:29
漳州,AQI_lag_2,0.3165,2026-04-15 13:41:29
漳州,气压,0.091,2026-04-15 13:41:29
潍坊,湿度,0.6755,2026-04-15 13:41:29
潍坊,温度,0.6547,2026-04-15 13:41:29
潍坊,风速,0.6202,2026-04-15 13:41:29
潍坊,AQI_roll_mean_3,0.4513,2026-04-15 13:41:29
潍坊,AQI_lag_1,0.4023,2026-04-15 13:41:29
潍坊,小时,0.3928,2026-04-15 13:41:29
潍坊,AQI_lag_2,0.3281,2026-04-15 13:41:29
潍坊,降水量,0.0626,2026-04-15 13:41:29
潮州,湿度,0.6239,2026-04-15 13:41:29
潮州,温度,0.6201,2026-04-15 13:41:29
潮州,风速,0.5225,2026-04-15 13:41:29
潮州,AQI_roll_mean_3,0.4452,2026-04-15 13:41:29
潮州,小时,0.4065,2026-04-15 13:41:29
潮州,AQI_lag_1,0.3629,2026-04-15 13:41:29
潮州,AQI_lag_2,0.3072,2026-04-15 13:41:29
潮州,降水量,0.0307,2026-04-15 13:41:29
濮阳,湿度,0.6983,2026-04-15 13:41:29
濮阳,温度,0.6753,2026-04-15 13:41:29
濮阳,风速,0.5653,2026-04-15 13:41:29
濮阳,AQI_roll_mean_3,0.4957,2026-04-15 13:41:29
濮阳,小时,0.4325,2026-04-15 13:41:29
濮阳,AQI_lag_1,0.4324,2026-04-15 13:41:29
濮阳,AQI_lag_2,0.4006,2026-04-15 13:41:29
濮阳,工作日,0.0632,2026-04-15 13:41:29
烟台,湿度,0.7178,2026-04-15 13:41:29
烟台,温度,0.6932,2026-04-15 13:41:29
烟台,风速,0.5812,2026-04-15 13:41:29
烟台,AQI_roll_mean_3,0.5243,2026-04-15 13:41:29
烟台,小时,0.4648,2026-04-15 13:41:29
烟台,AQI_lag_1,0.4417,2026-04-15 13:41:29
烟台,AQI_lag_2,0.4137,2026-04-15 13:41:29
烟台,降水量,0.2748,2026-04-15 13:41:29
焦作,湿度,0.7039,2026-04-15 13:41:29
焦作,温度,0.6794,2026-04-15 13:41:29
焦作,AQI_roll_mean_3,0.5173,2026-04-15 13:41:29
焦作,风速,0.5171,2026-04-15 13:41:29
焦作,AQI_lag_1,0.5014,2026-04-15 13:41:29
焦作,小时,0.4524,2026-04-15 13:41:29
焦作,AQI_lag_2,0.4006,2026-04-15 13:41:29
焦作,降水量,0.0357,2026-04-15 13:41:29
牡丹江,湿度,0.6895,2026-04-15 13:41:29
牡丹江,温度,0.6706,2026-04-15 13:41:29
牡丹江,风速,0.5406,2026-04-15 13:41:29
牡丹江,降水量,0.4705,2026-04-15 13:41:29
牡丹江,AQI_roll_mean_3,0.4527,2026-04-15 13:41:29
牡丹江,小时,0.4324,2026-04-15 13:41:29
牡丹江,AQI_lag_1,0.4111,2026-04-15 13:41:29
牡丹江,AQI_lag_2,0.325,2026-04-15 13:41:29
玉林,湿度,0.7127,2026-04-15 13:41:29
玉林,温度,0.7027,2026-04-15 13:41:29
玉林,风速,0.5788,2026-04-15 13:41:29
玉林,AQI_roll_mean_3,0.5234,2026-04-15 13:41:29
玉林,AQI_lag_1,0.4469,2026-04-15 13:41:29
玉林,小时,0.4383,2026-04-15 13:41:29
玉林,AQI_lag_2,0.4359,2026-04-15 13:41:29
玉林,工作日,0.0566,2026-04-15 13:41:29
玉树藏族自治州,湿度,0.6738,2026-04-15 13:41:29
玉树藏族自治州,温度,0.6511,2026-04-15 13:41:29
玉树藏族自治州,风速,0.5793,2026-04-15 13:41:29
玉树藏族自治州,AQI_roll_mean_3,0.463,2026-04-15 13:41:29
玉树藏族自治州,AQI_lag_2,0.3762,2026-04-15 13:41:29
玉树藏族自治州,AQI_lag_1,0.3677,2026-04-15 13:41:29
玉树藏族自治州,小时,0.3214,2026-04-15 13:41:29
玉树藏族自治州,工作日,0.0491,2026-04-15 13:41:29
玉溪,湿度,0.7018,2026-04-15 13:41:29
玉溪,温度,0.6881,2026-04-15 13:41:29
玉溪,AQI_roll_mean_3,0.5378,2026-04-15 13:41:29
玉溪,风速,0.5265,2026-04-15 13:41:29
玉溪,AQI_lag_1,0.4761,2026-04-15 13:41:29
玉溪,AQI_lag_2,0.4406,2026-04-15 13:41:29
玉溪,小时,0.383,2026-04-15 13:41:29
玉溪,降水量,0.0504,2026-04-15 13:41:29
珠海,湿度,0.6481,2026-04-15 13:41:29
珠海,温度,0.6292,2026-04-15 13:41:29
珠海,风速,0.5722,2026-04-15 13:41:29
珠海,AQI_roll_mean_3,0.4463,2026-04-15 13:41:29
珠海,小时,0.3823,2026-04-15 13:41:29
珠海,AQI_lag_1,0.3628,2026-04-15 13:41:29
珠海,AQI_lag_2,0.3598,2026-04-15 13:41:29
珠海,降水量,0.0657,2026-04-15 13:41:29
甘南藏族自治州,湿度,0.6606,2026-04-15 13:41:29
甘南藏族自治州,温度,0.6361,2026-04-15 13:41:29
甘南藏族自治州,风速,0.6206,2026-04-15 13:41:29
甘南藏族自治州,AQI_roll_mean_3,0.4313,2026-04-15 13:41:29
甘南藏族自治州,小时,0.3866,2026-04-15 13:41:29
甘南藏族自治州,AQI_lag_2,0.3731,2026-04-15 13:41:29
甘南藏族自治州,AQI_lag_1,0.3261,2026-04-15 13:41:29
甘南藏族自治州,降水量,0.0383,2026-04-15 13:41:29
甘孜藏族自治州,湿度,0.7062,2026-04-15 13:41:29
甘孜藏族自治州,温度,0.7039,2026-04-15 13:41:29
甘孜藏族自治州,风速,0.5081,2026-04-15 13:41:29
甘孜藏族自治州,AQI_roll_mean_3,0.5038,2026-04-15 13:41:29
甘孜藏族自治州,AQI_lag_2,0.4479,2026-04-15 13:41:29
甘孜藏族自治州,AQI_lag_1,0.4434,2026-04-15 13:41:29
甘孜藏族自治州,小时,0.4101,2026-04-15 13:41:29
甘孜藏族自治州,降水量,0.1266,2026-04-15 13:41:29
白城,湿度,0.7224,2026-04-15 13:41:29
白城,温度,0.7122,2026-04-15 13:41:29
白城,风速,0.5803,2026-04-15 13:41:29
白城,AQI_roll_mean_3,0.575,2026-04-15 13:41:29
白城,AQI_lag_1,0.5393,2026-04-15 13:41:29
白城,AQI_lag_2,0.4686,2026-04-15 13:41:29
白城,降水量,0.4312,2026-04-15 13:41:29
白城,小时,0.4198,2026-04-15 13:41:29
白山,湿度,0.7165,2026-04-15 13:41:29
白山,温度,0.6873,2026-04-15 13:41:29
白山,风速,0.5768,2026-04-15 13:41:29
白山,AQI_roll_mean_3,0.489,2026-04-15 13:41:29
白山,AQI_lag_1,0.4798,2026-04-15 13:41:29
白山,小时,0.4012,2026-04-15 13:41:29
白山,AQI_lag_2,0.3585,2026-04-15 13:41:29
白山,降水量,0.3231,2026-04-15 13:41:29
白银,湿度,0.6903,2026-04-15 13:41:29
白银,温度,0.6781,2026-04-15 13:41:29
白银,风速,0.4954,2026-04-15 13:41:29
白银,AQI_roll_mean_3,0.4628,2026-04-15 13:41:29
白银,AQI_lag_1,0.4553,2026-04-15 13:41:29
白银,小时,0.3897,2026-04-15 13:41:29
白银,AQI_lag_2,0.3608,2026-04-15 13:41:29
白银,降水量,0.0885,2026-04-15 13:41:29
百色,湿度,0.6637,2026-04-15 13:41:29
百色,温度,0.6218,2026-04-15 13:41:29
百色,风速,0.5604,2026-04-15 13:41:29
百色,AQI_roll_mean_3,0.4052,2026-04-15 13:41:29
百色,AQI_lag_1,0.3575,2026-04-15 13:41:29
百色,小时,0.3145,2026-04-15 13:41:29
百色,AQI_lag_2,0.2711,2026-04-15 13:41:29
百色,降水量,0.0948,2026-04-15 13:41:29
益阳,湿度,0.6378,2026-04-15 13:41:29
益阳,温度,0.6269,2026-04-15 13:41:29
益阳,风速,0.5988,2026-04-15 13:41:29
益阳,AQI_roll_mean_3,0.4225,2026-04-15 13:41:29
益阳,小时,0.3975,2026-04-15 13:41:29
益阳,AQI_lag_1,0.3797,2026-04-15 13:41:29
益阳,AQI_lag_2,0.3027,2026-04-15 13:41:29
益阳,降水量,0.128,2026-04-15 13:41:29
盐城,湿度,0.7347,2026-04-15 13:41:29
盐城,温度,0.7077,2026-04-15 13:41:29
盐城,风速,0.5828,2026-04-15 13:41:29
盐城,AQI_roll_mean_3,0.532,2026-04-15 13:41:29
盐城,AQI_lag_1,0.4946,2026-04-15 13:41:29
盐城,AQI_lag_2,0.4384,2026-04-15 13:41:29
盐城,小时,0.3982,2026-04-15 13:41:29
盐城,降水量,0.1027,2026-04-15 13:41:29
盘锦,湿度,0.6225,2026-04-15 13:41:29
盘锦,温度,0.5984,2026-04-15 13:41:29
盘锦,风速,0.5514,2026-04-15 13:41:29
盘锦,AQI_roll_mean_3,0.4172,2026-04-15 13:41:29
盘锦,小时,0.3792,2026-04-15 13:41:29
盘锦,AQI_lag_2,0.359,2026-04-15 13:41:29
盘锦,AQI_lag_1,0.3235,2026-04-15 13:41:29
盘锦,降水量,0.237,2026-04-15 13:41:29
眉山,湿度,0.693,2026-04-15 13:41:29
眉山,温度,0.659,2026-04-15 13:41:29
眉山,风速,0.5905,2026-04-15 13:41:29
眉山,AQI_roll_mean_3,0.4536,2026-04-15 13:41:29
眉山,AQI_lag_1,0.4388,2026-04-15 13:41:29
眉山,AQI_lag_2,0.3771,2026-04-15 13:41:29
眉山,小时,0.356,2026-04-15 13:41:29
眉山,降水量,0.0859,2026-04-15 13:41:29
石嘴山,湿度,0.6916,2026-04-15 13:41:29
石嘴山,温度,0.674,2026-04-15 13:41:29
石嘴山,风速,0.4869,2026-04-15 13:41:29
石嘴山,小时,0.4721,2026-04-15 13:41:29
石嘴山,AQI_lag_1,0.4608,2026-04-15 13:41:29
石嘴山,AQI_roll_mean_3,0.4588,2026-04-15 13:41:29
石嘴山,AQI_lag_2,0.3293,2026-04-15 13:41:29
石嘴山,降水量,0.3034,2026-04-15 13:41:29
石家庄,湿度,0.6409,2026-04-15 13:41:29
石家庄,温度,0.6401,2026-04-15 13:41:29
石家庄,风速,0.6039,2026-04-15 13:41:29
石家庄,AQI_roll_mean_3,0.4765,2026-04-15 13:41:29
石家庄,AQI_lag_1,0.4344,2026-04-15 13:41:29
石家庄,小时,0.4176,2026-04-15 13:41:29
石家庄,AQI_lag_2,0.3926,2026-04-15 13:41:29
石家庄,降水量,0.1391,2026-04-15 13:41:29
石河子,湿度,0.7023,2026-04-15 13:41:29
石河子,温度,0.6817,2026-04-15 13:41:29
石河子,风速,0.558,2026-04-15 13:41:29
石河子,AQI_roll_mean_3,0.4868,2026-04-15 13:41:29
石河子,小时,0.4724,2026-04-15 13:41:29
石河子,AQI_lag_2,0.4313,2026-04-15 13:41:29
石河子,AQI_lag_1,0.404,2026-04-15 13:41:29
石河子,降水量,0.3947,2026-04-15 13:41:29
福州,湿度,0.674,2026-04-15 13:41:29
福州,温度,0.6567,2026-04-15 13:41:29
福州,风速,0.6154,2026-04-15 13:41:29
福州,AQI_roll_mean_3,0.4614,2026-04-15 13:41:29
福州,小时,0.4083,2026-04-15 13:41:29
福州,AQI_lag_1,0.4054,2026-04-15 13:41:29
福州,AQI_lag_2,0.3459,2026-04-15 13:41:29
福州,降水量,0.1229,2026-04-15 13:41:29
秦皇岛,湿度,0.6445,2026-04-15 13:41:29
秦皇岛,温度,0.6038,2026-04-15 13:41:29
秦皇岛,风速,0.4717,2026-04-15 13:41:29
秦皇岛,AQI_roll_mean_3,0.4407,2026-04-15 13:41:29
秦皇岛,AQI_lag_1,0.3845,2026-04-15 13:41:29
秦皇岛,AQI_lag_2,0.3578,2026-04-15 13:41:29
秦皇岛,小时,0.3549,2026-04-15 13:41:29
秦皇岛,降水量,0.2549,2026-04-15 13:41:29
红河哈尼族彝族自治州,湿度,0.6512,2026-04-15 13:41:29
红河哈尼族彝族自治州,温度,0.6155,2026-04-15 13:41:29
红河哈尼族彝族自治州,风速,0.5139,2026-04-15 13:41:29
红河哈尼族彝族自治州,AQI_lag_1,0.4176,2026-04-15 13:41:29
红河哈尼族彝族自治州,AQI_roll_mean_3,0.4165,2026-04-15 13:41:29
红河哈尼族彝族自治州,小时,0.4142,2026-04-15 13:41:29
红河哈尼族彝族自治州,AQI_lag_2,0.3147,2026-04-15 13:41:29
红河哈尼族彝族自治州,降水量,0.0778,2026-04-15 13:41:29
绍兴,湿度,0.7275,2026-04-15 13:41:29
绍兴,温度,0.6948,2026-04-15 13:41:29
绍兴,风速,0.5363,2026-04-15 13:41:29
绍兴,AQI_roll_mean_3,0.5005,2026-04-15 13:41:29
绍兴,小时,0.4662,2026-04-15 13:41:29
绍兴,AQI_lag_1,0.4096,2026-04-15 13:41:29
绍兴,AQI_lag_2,0.4019,2026-04-15 13:41:29
绍兴,工作日,0.0345,2026-04-15 13:41:29
绥化,湿度,0.7131,2026-04-15 13:41:29
绥化,温度,0.6846,2026-04-15 13:41:29
绥化,风速,0.5534,2026-04-15 13:41:29
绥化,AQI_roll_mean_3,0.4736,2026-04-15 13:41:29
绥化,降水量,0.4561,2026-04-15 13:41:29
绥化,小时,0.4058,2026-04-15 13:41:29
绥化,AQI_lag_1,0.3825,2026-04-15 13:41:29
绥化,AQI_lag_2,0.3767,2026-04-15 13:41:29
绵阳,湿度,0.667,2026-04-15 13:41:29
绵阳,温度,0.6466,2026-04-15 13:41:29
绵阳,风速,0.5187,2026-04-15 13:41:29
绵阳,AQI_roll_mean_3,0.4896,2026-04-15 13:41:29
绵阳,AQI_lag_1,0.4219,2026-04-15 13:41:29
绵阳,小时,0.4122,2026-04-15 13:41:29
绵阳,AQI_lag_2,0.3612,2026-04-15 13:41:29
绵阳,工作日,0.0427,2026-04-15 13:41:29
聊城,湿度,0.6476,2026-04-15 13:41:29
聊城,温度,0.6345,2026-04-15 13:41:29
聊城,风速,0.5121,2026-04-15 13:41:29
聊城,AQI_roll_mean_3,0.4114,2026-04-15 13:41:29
聊城,小时,0.4004,2026-04-15 13:41:29
